Fecha,Caudal,Caudal_log,Caudal_log1p,Caudal_log_diff,Caudal_diff,Mes,Mes_nombre,Trimestre,Trimestre_label,Año,Epoca
2010-01-30,2.800131944444445,1.33503578835176,1.33503578835176,-0.006608913407422978,-0.025197916666667375,1,Ene,1,Q1,2010,Seca
2010-01-31,2.8199791666666667,1.3402449688514306,1.3402449688514306,0.005209180499670563,0.019847222222221905,1,Ene,1,Q1,2010,Seca
2010-02-01,2.7829826388888894,1.3305127563960817,1.3305127563960817,-0.009732212455348943,-0.03699652777777729,2,Feb,1,Q1,2010,Seca
2010-02-02,2.7295,1.3162741764130808,1.3162741764130808,-0.014238579983000932,-0.0534826388888896,2,Feb,1,Q1,2010,Seca
2010-02-03,2.714972222222223,1.3123712009472115,1.3123712009472117,-0.0039029754658690408,-0.014527777777777029,2,Feb,1,Q1,2010,Seca
2010-02-04,2.721333333333334,1.314082027005966,1.314082027005966,0.0017108260587543889,0.00636111111111104,2,Feb,1,Q1,2010,Seca
2010-02-05,3.042239583333334,1.3967988906868096,1.3967988906868096,0.08271686368084352,0.32090625000000017,2,Feb,1,Q1,2010,Seca
2010-02-06,2.868666666666666,1.3529099171003067,1.3529099171003067,-0.0438889735865029,-0.17357291666666796,2,Feb,1,Q1,2010,Seca
2010-02-07,2.6929305555555554,1.3064203313490663,1.3064203313490665,-0.04648958575124018,-0.17573611111111065,2,Feb,1,Q1,2010,Seca
2010-02-08,2.8421458333333334,1.3460310212869315,1.3460310212869315,0.039610689937864985,0.149215277777778,2,Feb,1,Q1,2010,Seca
2010-02-09,2.788868055555556,1.3320673084044103,1.3320673084044106,-0.013963712882520962,-0.05327777777777731,2,Feb,1,Q1,2010,Seca
2010-02-10,2.7281840277777785,1.3159212592792957,1.3159212592792955,-0.01614604912511508,-0.060684027777777594,2,Feb,1,Q1,2010,Seca
2010-02-11,2.7418923611111112,1.3195914623689908,1.3195914623689908,0.0036702030896953453,0.013708333333332767,2,Feb,1,Q1,2010,Seca
2010-02-12,2.7488749999999995,1.3214557949733172,1.3214557949733172,0.0018643326043263908,0.006982638888888282,2,Feb,1,Q1,2010,Seca
2010-02-13,2.39,1.220829921392359,1.220829921392359,-0.1006258735809582,-0.3588749999999994,2,Feb,1,Q1,2010,Seca
2010-02-14,2.28,1.1878434223960523,1.1878434223960523,-0.03298649899630668,-0.11000000000000032,2,Feb,1,Q1,2010,Seca
2010-02-15,2.28,1.1878434223960523,1.1878434223960523,0.0,0.0,2,Feb,1,Q1,2010,Seca
2010-02-16,2.28,1.1878434223960523,1.1878434223960523,0.0,0.0,2,Feb,1,Q1,2010,Seca
2010-02-17,2.196,1.1619000279040284,1.1619000279040284,-0.025943394492023986,-0.08399999999999963,2,Feb,1,Q1,2010,Seca
2010-02-18,2.183,1.1578241482999556,1.1578241482999556,-0.004075879604072741,-0.013000000000000345,2,Feb,1,Q1,2010,Seca
2010-02-19,2.252,1.179270191685564,1.1792701916855641,0.021446043385608515,0.06899999999999995,2,Feb,1,Q1,2010,Seca
2010-02-20,2.528,1.260731138144545,1.260731138144545,0.08146094645898083,0.27600000000000025,2,Feb,1,Q1,2010,Seca
2010-02-21,2.5,1.252762968495368,1.252762968495368,-0.007968169649176904,-0.028000000000000025,2,Feb,1,Q1,2010,Seca
2010-02-22,2.28,1.1878434223960523,1.1878434223960523,-0.06491954609931572,-0.2200000000000002,2,Feb,1,Q1,2010,Seca
2010-02-23,2.335,1.204472679367587,1.204472679367587,0.016629256971534723,0.05500000000000016,2,Feb,1,Q1,2010,Seca
2010-02-24,2.716,1.3126478209515922,1.3126478209515922,0.1081751415840051,0.3810000000000002,2,Feb,1,Q1,2010,Seca
2010-02-25,2.713,1.3118401751949431,1.3118401751949431,-0.0008076457566490447,-0.0030000000000001137,2,Feb,1,Q1,2010,Seca
2010-02-26,3.635,1.5336361990178184,1.5336361990178184,0.22179602382287533,0.9219999999999997,2,Feb,1,Q1,2010,Seca
2010-02-27,2.61,1.2837077723447896,1.2837077723447896,-0.24992842667302884,-1.025,2,Feb,1,Q1,2010,Seca
2010-02-28,2.335,1.204472679367587,1.204472679367587,-0.07923509297720255,-0.2749999999999999,2,Feb,1,Q1,2010,Seca
2010-03-01,2.28,1.1878434223960523,1.1878434223960523,-0.016629256971534723,-0.05500000000000016,3,Mar,1,Q1,2010,Lluviosa
2010-03-02,2.28,1.1878434223960523,1.1878434223960523,0.0,0.0,3,Mar,1,Q1,2010,Lluviosa
2010-03-03,2.541,1.2644091731297666,1.2644091731297666,0.0765657507337143,0.2610000000000001,3,Mar,1,Q1,2010,Lluviosa
2010-03-04,2.236,1.1743379991962453,1.1743379991962453,-0.09007117393352138,-0.3049999999999997,3,Mar,1,Q1,2010,Lluviosa
2010-03-05,2.192,1.1606476795875624,1.1606476795875624,-0.013690319608682833,-0.04400000000000004,3,Mar,1,Q1,2010,Lluviosa
2010-03-06,2.358,1.2113455586553492,1.2113455586553492,0.05069787906778678,0.16599999999999993,3,Mar,1,Q1,2010,Lluviosa
2010-03-07,2.28,1.1878434223960523,1.1878434223960523,-0.02350213625929687,-0.07800000000000029,3,Mar,1,Q1,2010,Lluviosa
2010-03-08,2.236,1.1743379991962453,1.1743379991962453,-0.013505423199807076,-0.043999999999999595,3,Mar,1,Q1,2010,Lluviosa
2010-03-09,2.192,1.1606476795875624,1.1606476795875624,-0.013690319608682833,-0.04400000000000004,3,Mar,1,Q1,2010,Lluviosa
2010-03-10,2.148,1.146767330555157,1.146767330555157,-0.013880349032405537,-0.04400000000000004,3,Mar,1,Q1,2010,Lluviosa
2010-03-11,2.385,1.2193539063642382,1.2193539063642382,0.07258657580908134,0.23699999999999966,3,Mar,1,Q1,2010,Lluviosa
2010-03-12,2.236,1.1743379991962453,1.1743379991962453,-0.045015907167992975,-0.14899999999999958,3,Mar,1,Q1,2010,Lluviosa
2010-03-13,2.353,1.2098554674840916,1.2098554674840916,0.0355174682878463,0.11699999999999999,3,Mar,1,Q1,2010,Lluviosa
2010-03-14,2.148,1.146767330555157,1.146767330555157,-0.06308813692893467,-0.20500000000000007,3,Mar,1,Q1,2010,Lluviosa
2010-03-15,2.104,1.1326916023209723,1.1326916023209723,-0.01407572823418457,-0.04400000000000004,3,Mar,1,Q1,2010,Lluviosa
2010-03-16,2.148,1.146767330555157,1.146767330555157,0.01407572823418457,0.04400000000000004,3,Mar,1,Q1,2010,Lluviosa
2010-03-17,2.491,1.250188228122899,1.250188228122899,0.1034208975677422,0.34299999999999997,3,Mar,1,Q1,2010,Lluviosa
2010-03-18,2.28,1.1878434223960523,1.1878434223960523,-0.06234480572684675,-0.2110000000000003,3,Mar,1,Q1,2010,Lluviosa
2010-03-19,2.236,1.1743379991962453,1.1743379991962453,-0.013505423199807076,-0.043999999999999595,3,Mar,1,Q1,2010,Lluviosa
2010-03-20,2.855,1.349371007015293,1.349371007015293,0.17503300781904763,0.6189999999999998,3,Mar,1,Q1,2010,Lluviosa
2010-03-21,2.61,1.2837077723447896,1.2837077723447896,-0.06566323467050328,-0.2450000000000001,3,Mar,1,Q1,2010,Lluviosa
2010-03-22,2.39,1.220829921392359,1.220829921392359,-0.06287785095243059,-0.21999999999999975,3,Mar,1,Q1,2010,Lluviosa
